no,type,oc_dt,oc_addr,oc_p1,oc_p2,oc_p3,proc_no,kind,weight_g
編號,案類,發生日期,發生地點,發生場所一,發生場所二,發生場所三,嫌疑犯人數,毒品品項,數量（淨重）_克
1,毒品,1120418,新北市新莊區,公路(省、縣、鄉、鎮道,LINE,電腦網路,1,安非他命,27.66
2,毒品,1120424,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻（大麻花及大麻葉）,2.85
3,毒品,1120422,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.16
4,毒品,1120404,新北市淡水區,公寓(三至五層建築物),    ,    ,1,安非他命,1.1
5,毒品,1120403,臺北市文山區,公路(省、縣、鄉、鎮道,    ,巷口(路口),1,安非他命,0.1
6,毒品,1120416,宜蘭縣五結鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,1.2
7,毒品,1120416,臺中市沙鹿區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,3.59
7,毒品,1120416,臺中市沙鹿區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,3.29
8,毒品,1120420,臺中市大里區,大廈(六層以上建築物),    ,    ,1,大麻（大麻花及大麻葉）,29.96
8,毒品,1120420,臺中市大里區,大廈(六層以上建築物),    ,    ,1,大麻（大麻花及大麻葉）,12.24
9,毒品,1120415,新北市中和區,公路(省、縣、鄉、鎮道,    ,    ,1,4-甲基甲基卡西酮(喵喵),11.93
9,毒品,1120415,新北市中和區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,3.47
10,毒品,1120401,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.87
11,毒品,1120404,臺北市士林區,公路(省、縣、鄉、鎮道,    ,    ,3,大麻（大麻花及大麻葉）,0.28
11,毒品,1120404,臺北市士林區,公路(省、縣、鄉、鎮道,    ,    ,3,海洛因,255.37
12,毒品,1120405,彰化縣員林市,普通住宅(一、二層樓),    ,巷口(路口),2,安非他命,0.6
12,毒品,1120405,彰化縣員林市,普通住宅(一、二層樓),    ,巷口(路口),2,海洛因,2.15
13,毒品,1120402,彰化縣員林市,普通住宅(一、二層樓),    ,    ,1,海洛因,0.26
14,毒品,1120412,新竹市北區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.44
15,毒品,1120429,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,機車上,1,安非他命,0.97
16,毒品,1120413,嘉義縣鹿草鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0.2
17,毒品,1120401,臺北市大同區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,8.8
18,毒品,1120405,臺北市北投區,公寓(三至五層建築物),    ,    ,1,安非他命,0.15
19,毒品,1120415,新北市泰山區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),10.5
