no,type,oc_dt,oc_addr,oc_p1,oc_p2,oc_p3,proc_no,kind,weight_g
編號,案類,發生日期,發生地點,發生場所一,發生場所二,發生場所三,嫌疑犯人數,毒品品項,數量（淨重）_克
1,毒品,1120918,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
2,毒品,1120706,花蓮縣吉安鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
3,毒品,1120703,花蓮縣吉安鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
4,毒品,1120713,新北市新莊區,公寓(三至五層建築物),    ,    ,1,安非他命,0
5,毒品,1120904,臺中市西區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,14.38
5,毒品,1120904,臺中市西區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,30
5,毒品,1120904,臺中市西區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻（大麻花及大麻葉）,10
6,毒品,1120914,臺中市北屯區,普通住宅(一、二層樓),    ,    ,1,海洛因,1.4
7,毒品,1120909,臺北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.5
8,毒品,1120910,臺北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻（大麻花及大麻葉）,7.03
9,毒品,1120911,臺北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻（大麻花及大麻葉）,0.02
10,毒品,1120829,高雄市楠梓區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,2.7
10,毒品,1120829,高雄市楠梓區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,4.6
11,毒品,1120712,高雄市鼓山區,透天厝,    ,    ,1,大麻（大麻花及大麻葉）,0.26
12,毒品,1120711,彰化縣埔鹽鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
12,毒品,1120711,彰化縣埔鹽鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,0
13,毒品,1120919,新竹縣竹北市,大廈(六層以上建築物),    ,    ,1,甲基安非他命,29.59
14,毒品,1120707,臺中市西屯區,大廈(六層以上建築物),    ,    ,1,安非他命,0
15,毒品,1120828,基隆市信義區,產業道路,    ,    ,1,安非他命,4.47
16,毒品,1120707,臺南市東區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
17,毒品,1120919,臺南市東區,大廈(六層以上建築物),    ,    ,1,K(愷)他命(含液態),91.26
17,毒品,1120919,臺南市東區,大廈(六層以上建築物),    ,    ,1,安非他命,30.03
18,毒品,1120806,新竹市東區,電子遊戲場,    ,    ,1,海洛因,0
19,毒品,1120814,雲林縣口湖鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
20,毒品,1120913,彰化縣社頭鄉,普通住宅(一、二層樓),    ,    ,1,K(愷)他命(含液態),0
21,毒品,1120915,彰化縣社頭鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,29.2
22,毒品,1120720,臺南市南區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
23,毒品,1120909,新竹市北區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.77
24,毒品,1120810,宜蘭縣蘇澳鎮,空地(公、私用地),    ,    ,1,甲基安非他命,0
25,毒品,1120701,桃園市龜山區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
26,毒品,1120814,新北市樹林區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
27,毒品,1120820,新北市樹林區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
28,毒品,1120828,新北市樹林區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
29,毒品,1120803,新北市樹林區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
30,毒品,1120926,新北市新莊區,出租公寓（套房）,    ,    ,1,大麻（大麻花及大麻葉）,17.3
31,毒品,1120830,臺南市永康區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0.9
31,毒品,1120830,臺南市永康區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0.43
32,毒品,1120719,臺南市仁德區,汽車旅館,    ,    ,1,安非他命,0
32,毒品,1120719,臺南市仁德區,汽車旅館,    ,    ,1,4-甲基甲基卡西酮(喵喵),0
32,毒品,1120719,臺南市仁德區,汽車旅館,    ,    ,1,K(愷)他命(含液態),0
33,毒品,1120805,花蓮縣吉安鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
34,毒品,1120919,苗栗縣頭份市,大廈(六層以上建築物),    ,    ,1,安非他命,7.3
35,毒品,1120803,新北市樹林區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
36,毒品,1120910,新北市樹林區,公路(省、縣、鄉、鎮道,    ,巷口(路口),1,甲基安非他命,0.15
37,毒品,1120822,新北市樹林區,旅社飯店客棧,    ,    ,1,甲基安非他命,0
38,毒品,1120912,新北市樹林區,獨立專門停車塔(場),    ,    ,1,4-甲基甲基卡西酮(喵喵),210.2
39,毒品,1120809,基隆市仁愛區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.34
40,毒品,1120710,基隆市仁愛區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
41,毒品,1120702,基隆市仁愛區,公寓(三至五層建築物),    ,    ,1,安非他命,0
42,毒品,1120813,臺中市清水區,公路(省、縣、鄉、鎮道,    ,巷口(路口),1,安非他命,0
43,毒品,1120913,臺中市沙鹿區,公路(省、縣、鄉、鎮道,    ,巷口(路口),1,安非他命,0.32
43,毒品,1120913,臺中市沙鹿區,公路(省、縣、鄉、鎮道,    ,巷口(路口),1,海洛因,0.32
44,毒品,1120726,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
45,毒品,1120917,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,4.5
46,毒品,1120814,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.01
47,毒品,1120911,基隆市信義區,大廈(六層以上建築物),    ,客廳,1,安非他命,159.19
47,毒品,1120911,基隆市信義區,大廈(六層以上建築物),    ,客廳,1,海洛因,1.28
48,毒品,1120828,嘉義市東區,捷運（含車道、車站等）,    ,    ,1,安非他命,0
49,毒品,1120823,嘉義市東區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
50,毒品,1120917,嘉義市東區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.08
51,毒品,1120905,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),25.27
51,毒品,1120905,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,4-甲基甲基卡西酮(喵喵),20.8
51,毒品,1120905,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,4-甲基甲基卡西酮(喵喵),18.42
51,毒品,1120905,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),11.78
52,毒品,1120913,新北市新莊區,公寓(三至五層建築物),    ,    ,2,K(愷)他命(含液態),2.51
52,毒品,1120913,新北市新莊區,公寓(三至五層建築物),    ,    ,2,安非他命,20.37
53,毒品,1120726,桃園市觀音區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
54,毒品,1120715,桃園市觀音區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
55,毒品,1120810,桃園市觀音區,普通住宅(一、二層樓),    ,房間（起居室）,1,安非他命,0
56,毒品,1120911,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.1
56,毒品,1120911,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.59
57,毒品,1120708,苗栗縣公館鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
58,毒品,1120903,新北市土城區,公寓(三至五層建築物),    ,    ,1,海洛因,0.33
58,毒品,1120903,新北市土城區,公寓(三至五層建築物),    ,    ,1,安非他命,0.1
59,毒品,1120713,嘉義縣民雄鄉,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
59,毒品,1120713,嘉義縣民雄鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
60,毒品,1120903,嘉義縣民雄鄉,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,1.06
61,毒品,1120911,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.18
61,毒品,1120911,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),1.3
62,毒品,1120731,彰化縣和美鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0
62,毒品,1120731,彰化縣和美鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
63,毒品,1120804,臺北市文山區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
64,毒品,1120703,基隆市中山區,公寓(三至五層建築物),    ,    ,1,安非他命,0
65,毒品,1120921,彰化縣彰化市,公寓(三至五層建築物),    ,    ,1,海洛因,1.25
66,毒品,1120924,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),1.18
67,毒品,1120919,臺南市永康區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,2.24
68,毒品,1120914,彰化縣員林市,普通住宅(一、二層樓),    ,    ,2,安非他命,4.46
68,毒品,1120914,彰化縣員林市,普通住宅(一、二層樓),    ,    ,2,海洛因,3.92
69,毒品,1120923,臺北市信義區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻（大麻花及大麻葉）,0.1
70,毒品,1120927,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.71
71,毒品,1120920,臺南市中西區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),12
71,毒品,1120920,臺南市中西區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,16.25
72,毒品,1120830,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
73,毒品,1120919,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),8
74,毒品,1120919,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,4-甲基甲基卡西酮(喵喵),19.53
75,毒品,1120919,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,4-甲基甲基卡西酮(喵喵),0
76,毒品,1120919,新北市三重區,普通住宅(一、二層樓),    ,騎樓(走廊),2,4-甲基甲基卡西酮(喵喵),0
77,毒品,1120919,新北市三重區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0.34
78,毒品,1120919,新北市三重區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
79,毒品,1120715,新北市三重區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
80,毒品,1120701,臺南市中西區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
80,毒品,1120701,臺南市中西區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
81,毒品,1120919,臺東縣卑南鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,38.6
82,毒品,1120725,新竹縣竹北市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
83,毒品,1120914,臺北市大同區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,8.8
83,毒品,1120914,臺北市大同區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),3.27
84,毒品,1120925,新北市新店區,普通住宅(一、二層樓),    ,    ,1,大麻（大麻花及大麻葉）,3.7
85,毒品,1120913,嘉義縣梅山鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,17.88
85,毒品,1120913,嘉義縣梅山鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,5.28
86,毒品,1120824,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
86,毒品,1120824,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
87,毒品,1120912,臺南市中西區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.68
88,毒品,1120912,臺南市中西區,公寓(三至五層建築物),    ,    ,3,安非他命,3.75
89,毒品,1120913,新北市新店區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.08
90,毒品,1120927,嘉義市西區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,1.69
91,毒品,1120928,嘉義市西區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,1.47
92,毒品,1120902,高雄市大寮區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
93,毒品,1120820,新北市土城區,公寓(三至五層建築物),    ,    ,1,安非他命,0
94,毒品,1120913,嘉義縣太保市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.31
95,毒品,1120816,臺中市北區,汽車旅館,    ,    ,1,4-甲基甲基卡西酮(喵喵),27.7
96,毒品,1120902,臺南市南區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
97,毒品,1120829,宜蘭縣頭城鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,5.31
98,毒品,1120821,新北市新莊區,公寓(三至五層建築物),    ,    ,1,安非他命,0
99,毒品,1120914,宜蘭縣壯圍鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0.6
99,毒品,1120914,宜蘭縣壯圍鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0.5
100,毒品,1120906,新北市瑞芳區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.37
101,毒品,1120701,屏東縣潮州鎮,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
102,毒品,1120911,臺北市士林區,公寓(三至五層建築物),    ,    ,1,K(愷)他命(含液態),16.67
103,毒品,1120823,基隆市七堵區,大廈(六層以上建築物),    ,    ,1,安非他命,0
104,毒品,1120801,臺南市新營區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
105,毒品,1120805,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.7
105,毒品,1120805,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,6.26
106,毒品,1120815,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
107,毒品,1120902,嘉義縣民雄鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0.87
108,毒品,1120924,臺中市西區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.35
109,毒品,1120925,臺中市中區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.18
110,毒品,1120815,宜蘭縣員山鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
111,毒品,1120719,桃園市大園區,普通住宅(一、二層樓),    ,    ,1,海洛因,0.2
111,毒品,1120719,桃園市大園區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.4
112,毒品,1120701,臺北市士林區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
113,毒品,1120906,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,8.33
113,毒品,1120906,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,1.27
113,毒品,1120906,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,"MDMA（快樂丸、搖頭丸、3,4-亞甲基雙氧甲基安非他命）",0.59
114,毒品,1120902,臺中市北區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.15
115,毒品,1120909,新北市蘆洲區,普通住宅(一、二層樓),    ,    ,1,K(愷)他命(含液態),17.84
116,毒品,1120913,雲林縣四湖鄉,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.31
117,毒品,1120823,新竹縣竹東鎮,普通住宅(一、二層樓),    ,    ,1,嗎啡,0
117,毒品,1120823,新竹縣竹東鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
118,毒品,1120810,新竹縣竹東鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
119,毒品,1120715,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
120,毒品,1120829,新竹縣竹東鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
121,毒品,1120913,臺南市新市區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.29
122,毒品,1120927,桃園市桃園區,普通住宅(一、二層樓),    ,    ,1,安非他命,31.48
123,毒品,1120904,臺中市大甲區,公路(省、縣、鄉、鎮道,    ,    ,1,去甲基愷他命(Norketamine),48.99
124,毒品,1120712,臺中市大甲區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
125,毒品,1120702,桃園市中壢區,普通住宅(一、二層樓),    ,    ,1,嗎啡,0
125,毒品,1120702,桃園市中壢區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
126,毒品,1120901,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,汽車上,1,安非他命,1
127,毒品,1120905,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,2,海洛因,0.84
127,毒品,1120905,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,2,安非他命,0.86
128,毒品,1120905,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.46
129,毒品,1120920,臺東縣臺東市,碼頭港口,    ,    ,1,安非他命,0.26
130,毒品,1120916,桃園市龜山區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
130,毒品,1120916,桃園市龜山區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
131,毒品,1120714,嘉義縣中埔鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
132,毒品,1120723,彰化縣鹿港鎮,普通住宅(一、二層樓),    ,    ,1,嗎啡,0
133,毒品,1120804,金門縣金城鎮,空地(公、私用地),    ,    ,1,安非他命,0
134,毒品,1120926,屏東縣內埔鄉,公路(省、縣、鄉、鎮道,    ,街道馬路,1,大麻（大麻花及大麻葉）,9.47
134,毒品,1120926,屏東縣內埔鄉,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,1.22
