no,type,oc_dt,oc_addr,oc_p1,oc_p2,oc_p3,proc_no,kind,weight_g
編號,案類,發生日期,發生地點,發生場所一,發生場所二,發生場所三,嫌疑犯人數,毒品品項,數量（淨重）_克
1,毒品,1120201,高雄市旗山區,普通住宅(一、二層樓),    ,    ,1,安非他命,6.1
2,毒品,1120207,南投縣埔里鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,1.3
3,毒品,1120219,新北市三重區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0.12
4,毒品,1120214,臺中市南屯區,汽車旅館,    ,    ,1,卡西酮,6.54
4,毒品,1120214,臺中市南屯區,汽車旅館,    ,    ,1,K(愷)他命(含液態),3.95
5,毒品,1120109,新北市汐止區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,2.02
6,毒品,1120223,臺北市中山區,公寓(三至五層建築物),    ,    ,1,安非他命,2.03
7,毒品,1120105,新北市汐止區,大廈(六層以上建築物),    ,    ,2,安非他命,98.15
8,毒品,1120210,彰化縣員林市,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.98
8,毒品,1120210,彰化縣員林市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,7.13
9,毒品,1120218,雲林縣斗六市,臺鐵（含車道、車站等）,    ,    ,1,安非他命,0.15
10,毒品,1120202,臺北市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
11,毒品,1120121,臺南市北區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
12,毒品,1120214,臺南市中西區,汽車旅館,    ,    ,1,安非他命,2.5
13,毒品,1120211,屏東縣恆春鎮,空地(公、私用地),    ,    ,1,甲基安非他命,0
14,毒品,1120215,臺北市文山區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,大麻（大麻花及大麻葉）,0
15,毒品,1120206,臺南市北區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.8
16,毒品,1120206,臺南市北區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.8
17,毒品,1120208,新北市樹林區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,4-甲基甲基卡西酮(喵喵),17.48
18,毒品,1120131,新竹市東區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,1.19
19,毒品,1120114,新竹市東區,便利商店,    ,    ,1,安非他命,10.62
20,毒品,1120207,新竹市北區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.9
20,毒品,1120207,新竹市北區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.9
21,毒品,1120210,桃園市中壢區,汽車旅館,    ,    ,1,安非他命,2.63
22,毒品,1120210,臺東縣太麻里鄉,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.01
23,毒品,1120211,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.42
23,毒品,1120211,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基卡西酮,16.83
24,毒品,1120209,臺北市北投區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,海洛因,0.21
25,毒品,1120119,桃園市蘆竹區,公路(省、縣、鄉、鎮道,    ,汽車上,1,安非他命,5.62
26,毒品,1120128,宜蘭縣五結鄉,公路(省、縣、鄉、鎮道,    ,    ,1,鴉片(阿片),0
27,毒品,1120212,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,5.87
27,毒品,1120212,桃園市中壢區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,3.22
28,毒品,1120110,臺北市南港區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
28,毒品,1120110,臺北市南港區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
29,毒品,1120216,高雄市仁武區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.84
30,毒品,1120201,臺中市西屯區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
31,毒品,1120109,臺中市西屯區,公寓(三至五層建築物),    ,    ,1,安非他命,0
32,毒品,1120222,臺中市西屯區,大廈(六層以上建築物),    ,    ,2,墨西哥鼠尾草(Salvia divinorun),5
33,毒品,1120110,苗栗縣頭份市,普通住宅(一、二層樓),    ,    ,1,海洛因,5.85
33,毒品,1120110,苗栗縣頭份市,普通住宅(一、二層樓),    ,    ,1,安非他命,3.32
34,毒品,1120115,宜蘭縣宜蘭市,公園,    ,    ,1,安非他命,0
35,毒品,1120101,臺中市豐原區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
36,毒品,1120105,高雄市前金區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
37,毒品,1120103,高雄市前金區,旅社飯店客棧,    ,    ,1,安非他命,0
38,毒品,1120211,高雄市三民區,公路(省、縣、鄉、鎮道,    ,    ,1,卡西酮,333.3
38,毒品,1120211,高雄市三民區,公路(省、縣、鄉、鎮道,    ,    ,1,卡西酮,207.2
38,毒品,1120211,高雄市三民區,公路(省、縣、鄉、鎮道,    ,    ,1,卡西酮,292.7
38,毒品,1120211,高雄市三民區,公路(省、縣、鄉、鎮道,    ,    ,1,卡西酮,158.4
38,毒品,1120211,高雄市三民區,公路(省、縣、鄉、鎮道,    ,    ,1,卡西酮,90.3
38,毒品,1120211,高雄市三民區,公路(省、縣、鄉、鎮道,    ,    ,1,卡西酮,98.9
38,毒品,1120211,高雄市三民區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),16.2
39,毒品,1120112,桃園市蘆竹區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.01
39,毒品,1120112,桃園市蘆竹區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.01
40,毒品,1120215,桃園市大園區,大廈(六層以上建築物),    ,    ,1,海洛因,16.04
40,毒品,1120215,桃園市大園區,大廈(六層以上建築物),    ,    ,1,安非他命,19.56
41,毒品,1120205,臺南市安南區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),558.87
41,毒品,1120205,臺南市安南區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),0.75
42,毒品,1120112,彰化縣埔鹽鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
43,毒品,1120218,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,2.2
43,毒品,1120218,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,4-甲基甲基卡西酮(喵喵),1.6
44,毒品,1120111,花蓮縣花蓮市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
