no,type,oc_dt,oc_addr,oc_p1,oc_p2,oc_p3,proc_no,kind,weight_g
編號,案類,發生日期,發生地點,發生場所一,發生場所二,發生場所三,嫌疑犯人數,毒品品項,數量（淨重）_克
1,毒品,1110506,嘉義縣梅山鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
2,毒品,1110616,臺北市萬華區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.42
3,毒品,1110628,臺北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.89
4,毒品,1110608,嘉義市東區,大廈(六層以上建築物),    ,    ,1,K(愷)他命(含液態),1.3
5,毒品,1110608,嘉義市東區,大廈(六層以上建築物),    ,    ,1,安非他命,1327.5
6,毒品,1110604,新竹縣新豐鄉,公路(省、縣、鄉、鎮道,Twitter,電腦網路,1,4-甲基甲基卡西酮(喵喵),80.9
7,毒品,1110502,桃園市八德區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
8,毒品,1110508,桃園市八德區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
9,毒品,1110608,臺南市東區,旅社飯店客棧,    ,    ,1,安非他命,0.6
10,毒品,1110510,高雄市岡山區,透天厝,    ,    ,1,嗎啡,0
11,毒品,1110614,高雄市鳳山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.46
12,毒品,1110615,高雄市鳳山區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),19.5
13,毒品,1110413,屏東縣林邊鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
14,毒品,1110526,嘉義市西區,旅社飯店客棧,    ,房間（起居室）,1,安非他命,0
15,毒品,1110625,嘉義市西區,公路(省、縣、鄉、鎮道,    ,巷口(路口),1,甲氧基甲基卡西酮Methoxymethcathinone,235
15,毒品,1110625,嘉義市西區,公路(省、縣、鄉、鎮道,    ,巷口(路口),1,K(愷)他命(含液態),21.21
16,毒品,1110513,新竹市東區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0
17,毒品,1110623,高雄市三民區,旅社飯店客棧,    ,    ,1,安非他命,0.67
18,毒品,1110406,臺北市大安區,機場,    ,    ,2,1-乙醯麥角二乙胺,1.2
19,毒品,1110523,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.47
20,毒品,1110517,新北市新店區,公寓(三至五層建築物),    ,    ,1,安非他命,0
21,毒品,1110507,屏東縣林邊鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,0
22,毒品,1110427,高雄市小港區,汽車旅館,    ,    ,1,安非他命,0
23,毒品,1110510,雲林縣林內鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
24,毒品,1110430,高雄市鳳山區,公路(省、縣、鄉、鎮道,    ,    ,2,安非他命,0
25,毒品,1110510,雲林縣麥寮鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,0
26,毒品,1110407,雲林縣麥寮鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
27,毒品,1110401,雲林縣四湖鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
28,毒品,1110508,臺南市安南區,透天厝,    ,    ,1,安非他命,0
29,毒品,1110615,高雄市梓官區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
30,毒品,1110606,臺北市南港區,公寓(三至五層建築物),    ,    ,1,安非他命,0
31,毒品,1110510,彰化縣花壇鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
32,毒品,1110404,花蓮縣秀林鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
33,毒品,1110614,臺南市北區,KTV,    ,    ,1,安非他命,0
34,毒品,1110417,臺東縣臺東市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
35,毒品,1110609,高雄市苓雅區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),17.34
36,毒品,1110602,桃園市龜山區,汽車旅館,    ,    ,1,甲基安非他命,1.48
37,毒品,1110615,桃園市龍潭區,公寓(三至五層建築物),    ,    ,1,K(愷)他命(含液態),40.13
38,毒品,1110420,新北市瑞芳區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
39,毒品,1110418,桃園市楊梅區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
40,毒品,1110405,桃園市楊梅區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
41,毒品,1110602,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
42,毒品,1110627,臺北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.18
44,毒品,1110622,基隆市中山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,8.8
45,毒品,1110409,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
46,毒品,1110414,桃園市桃園區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
47,毒品,1110601,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,2,安非他命,2.11
48,毒品,1110408,桃園市桃園區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
49,毒品,1110416,桃園市桃園區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
50,毒品,1110601,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,甲氧基甲基安非他命（MMA）,18.82
51,毒品,1110403,新北市板橋區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0
52,毒品,1110530,高雄市楠梓區,公路(省、縣、鄉、鎮道,    ,    ,1,去氯愷他命(Deschloroketamine),27.04
53,毒品,1110608,新北市新莊區,公寓(三至五層建築物),其他,電腦網路,3,安非他命,0.38
53,毒品,1110608,新北市新莊區,公寓(三至五層建築物),其他,電腦網路,3,安非他命,18.6
54,毒品,1110614,臺南市永康區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.49
55,毒品,1110404,桃園市八德區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
56,毒品,1110409,桃園市八德區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
57,毒品,1110411,高雄市鼓山區,大專(含軍警)院校,    ,    ,1,安非他命,0
58,毒品,1110616,花蓮縣吉安鄉,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
59,毒品,1110609,新北市板橋區,便利商店,    ,    ,1,海洛因,0.63
60,毒品,1110405,高雄市三民區,大廈(六層以上建築物),    ,    ,1,安非他命,0
61,毒品,1110503,臺南市永康區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
62,毒品,1110629,新北市樹林區,公寓(三至五層建築物),    ,    ,2,K(愷)他命(含液態),5.37
62,毒品,1110629,新北市樹林區,公寓(三至五層建築物),    ,    ,2,K(愷)他命(含液態),9.35
62,毒品,1110629,新北市樹林區,公寓(三至五層建築物),    ,    ,2,安非他命,2.81
63,毒品,1110607,高雄市橋頭區,大廈(六層以上建築物),    ,    ,1,卡西酮,35.48
64,毒品,1110507,臺南市中西區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
65,毒品,1110510,臺南市中西區,大廈(六層以上建築物),    ,    ,1,安非他命,0
66,毒品,1110613,臺北市大同區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0.8
67,毒品,1110409,屏東縣屏東市,普通住宅(一、二層樓),    ,    ,1,安非他命,0
68,毒品,1110509,嘉義市東區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
69,毒品,1110509,嘉義市東區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
70,毒品,1110507,臺南市東區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
71,毒品,1110624,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.69
